Time,T00,M10,T10,M20,T20,M30,T30,M40,T40
732,27.375,25.78,24.6875,25.37,23.75,24.47,23.1875,25.55,22.875
733,27.125,25.69,24.75,25.28,23.8125,24.46,23.1875,25.55,22.875
734,26.875,25.66,24.75,25.2,23.875,24.43,23.25,25.55,22.875
735,26.875,25.61,24.8125,25.15,23.9375,24.42,23.3125,25.54,22.9375
736,26.4375,25.59,24.8125,25.15,24,24.41,23.375,25.55,22.9375
737,25.8125,25.58,24.75,25.14,24.0625,24.42,23.375,25.55,23
738,24.75,25.65,24.6875,25.12,24.0625,24.38,23.4375,25.52,23
739,24.6875,25.7,24.5625,25.11,24.0625,24.38,23.5,25.5,23.0625
740,24.75,25.78,24.5,25.11,24.0625,24.38,23.5,25.5,23.0625
741,24.625,28.46,24.5,25.11,24.0625,24.38,23.5,25.48,23.0625
742,24.4375,29.19,24.4375,25.16,24,24.37,23.5625,25.47,23.125
743,24,29.15,24.3125,25.23,24.0625,24.38,23.5625,25.49,23.125
744,23.6875,29.83,24.25,25.32,24,24.39,23.5625,25.48,23.1875
745,23.625,30.08,24.1875,25.95,24,24.41,23.5625,25.49,23.1875
746,23.5,29.9,24.0625,26.3,23.9375,24.44,23.5625,25.5,23.1875
747,23.3125,29.75,24,26.46,23.9375,24.48,23.5625,25.5,23.1875
748,23.5,29.64,23.875,26.57,23.875,24.52,23.5625,25.5,23.25
749,23.8125,29.55,23.875,26.66,23.875,24.57,23.5625,25.51,23.1875
750,24.25,29.48,23.9375,26.74,23.8125,24.62,23.5,25.54,23.1875
751,24.875,29.38,24,26.79,23.8125,24.68,23.5625,25.57,23.25
752,25.3125,29.27,24.0625,26.77,23.8125,24.72,23.5,25.56,23.25
